source_file,concept_id,category,integrated_var,concept,mapping_type,data_year,option_year,raw_var,matched_question_id,raw_option_order,raw_option_code,raw_option_text,unified_code,unified_label,mapping_rule,question_text,option_source_file,concept_note,row_note
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_1,21,,1,1,未滿2萬元,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_1.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_1,21,,1,2,2萬元至未滿4萬元,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_1.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_1,21,,1,3,4萬元至未滿6萬元,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_1.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_1,21,,1,4,6萬元至未滿8萬元,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_1.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_1,21,,1,5,8萬元至未滿10萬元,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_1.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_1,21,,1,6,10萬元至未滿12萬元,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_1.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_1,21,,1,7,12萬元至未滿15萬元,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_1.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_1,21,,1,8,15萬元以上（請記錄　　元）,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_1.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_2,21,,1,1,未滿2萬元,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_2.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_FAM_TOTAL,家庭收入,INC_FAM_TOTAL,家庭總收入,question_only,2002,91_2,21,,1,2,2萬元至未滿4萬元,,,no_matching_103_option_bin,請問您全家每個月平均總共收入是多少（所有人）？,question_options_91_2.csv,91 有家庭總收入級距；95 之後未單獨詢問家庭總收入。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
